review_id,stage,reason,created_at,venue_id,venue_name,city,address,website_url
a88181f6-d14e-4ba3-93c1-8bb3f5627425,WEBSITE,website_status=UNAVAILABLE,2026-09-01 16:36:50,3c791f0325211e47,Deichgraf,Berlin,"Nordufer 10, 13353 Berlin",https://gaststaette-deichgraf.de/
420a0d85-d9bf-4230-896e-284924067056,WEBSITE,website_status=UNAVAILABLE,2026-09-01 16:36:51,4b4acbd07686a630,ZobelKlix,Berlin,"Klixstraße 10, 13403 Berlin",
18de8958-7fd8-4edb-b1ae-d68558af28b4,WEBSITE,website_status=UNAVAILABLE,2026-09-01 16:37:05,986558532eb19af4,Eichborneck,Berlin,",  Berlin",
81385499-1812-49f3-8c7b-929a0e190fc1,MENU,No menu-like links found on site,2026-09-01 16:37:17,7f58f35cadfc172a,Bellboy Berlin,Berlin,"Anton-Wilhelm-Amo-Straße 30, 10117 Berlin",https://bellboybar.com/
6d08aab2-5c99-4ff5-b52c-96ebcd297946,WEBSITE,website_status=BLOCKED,2026-09-01 16:37:17,1bed6f6a7aae8610,Newton Bar,Berlin,"Charlottenstraße 57, 10117 Berlin",https://www.newton-bar.de/
547898c3-73e4-414a-abf5-d5a6e19b14f1,WEBSITE,website_status=UNAVAILABLE,2026-09-01 16:37:17,cbb64dd061770758,Sportler-Eck,Berlin,"Ernststraße 68, 13509 Berlin",
200bcb04-06f3-4dca-a8dd-be85550ecbf6,WEBSITE,website_status=UNAVAILABLE,2026-09-01 16:37:18,21d5c631bb7f1ed7,No Limit Shishabar,Berlin,,
3762f8ee-783d-4a96-bda9-c691a2226c64,WEBSITE,website_status=UNAVAILABLE,2026-09-01 16:37:19,01693afb2e392a6d,Old Sloth,Berlin,"Auguste-Viktoria-Allee 67a, 13403 Berlin",
f1b123e1-3953-40ff-8afa-ff2b7535bb1e,MENU,Candidates found but none validated,2026-09-01 16:37:45,a23d4c0cc0558f7c,ChillOut Bar,Berlin,"General-Barby-Straße 25, 13403 Berlin",http://www.chillout-berlin.de/
fa9ec5ed-bc7a-4194-903b-fa74c45fc54b,WEBSITE,website_status=UNAVAILABLE,2026-09-01 16:37:45,333c3585b9f8a37c,Bären-Eck,Berlin,"Auguste-Viktoria-Allee 84, 13403 Berlin",
5e93e633-15e7-42ee-b67d-6ca831b406c4,WEBSITE,website_status=UNAVAILABLE,2026-09-01 16:37:46,f844e81d17202e18,Grenzeck,Berlin,,
d1fe04d0-d922-4f6b-8e44-386dfebf6b92,WEBSITE,website_status=UNAVAILABLE,2026-09-01 16:37:47,994c6703a334585e,Haus Bierwerk,Berlin,"Amendestraße 18, 13409 Berlin",
d5613cfa-632f-4c57-8c06-676c5b27f7c5,WEBSITE,website_status=UNAVAILABLE,2026-09-01 16:37:48,9a4b9f5ad7ec5a0b,Potter's Inn,Berlin,"Waldstraße 103, 13403 Berlin",
8062fd41-2991-462c-a3aa-7e2b26e21978,WEBSITE,website_status=UNAVAILABLE,2026-09-01 16:37:49,ea50bc01728b32fb,en passant,Berlin,"Schönhauser Allee 58, 10437 Berlin",
8ff6116f-931e-4f79-889b-8b109f9266f4,WEBSITE,website_status=UNAVAILABLE,2026-09-01 16:37:50,1d8509b68d8dc073,Tipperary Berlin,Berlin,"Triftstraße 58, 13353 Berlin",
32b5a3fe-cc48-4762-ae5d-4f88de765b9a,WEBSITE,website_status=UNAVAILABLE,2026-09-01 16:37:51,d844d80b607fd5e4,Stadtlaterne,Berlin,"Tauroggener Straße 46, 10589 Berlin",http://radlstation-berlin.de/
a4b3fed3-61c1-4c98-9d8a-115e3a3991d9,WEBSITE,website_status=UNAVAILABLE,2026-09-01 16:37:51,4e427d292c61e2e7,Märkische Bierstuben,Berlin,"Oranienburger Straße 91, 13437 Berlin",
ed68367e-8412-4a77-a8c7-3fd5cdb7d062,WEBSITE,website_status=UNAVAILABLE,2026-09-01 16:37:51,d9bd65539293e82e,Dorfkrug,Berlin,"Otisstraße 40, 13403 Berlin",https://carolas-dorfkrug.beepworld.de
